IP,Time,URL,Status
35.69.87.231,[26/Sep/2020:00:00:00 +0400],"/view.php?id=2 UNION SELECT 1,2,3--",200
241.34.136.165,[15/Dec/2020:00:00:00 +0600],/products.php?id=5; DROP TABLE users--,404
60.96.31.112,[15/Mar/2020:00:00:00 +0400],"/view.php?id=2 UNION SELECT 1,2,3--",404
200.121.103.125,[23/Aug/2019:00:00:00 +0100],"/view.php?id=2 UNION SELECT 1,2,3--",302
60.147.65.183,[11/Oct/2019:00:00:00 +0600],/login.php?id=1' or '1'='1,302
46.147.25.176,[03/Jun/2020:00:00:00 +0400],/search.php?q=example' AND 1=1--,404
15.10.13.154,[30/Apr/2019:00:00:00 +0600],/products.php?id=5; DROP TABLE users--,404
39.241.200.155,[24/Jun/2019:00:00:00 +0600],"/view.php?id=2 UNION SELECT 1,2,3--",404
239.204.195.52,[25/Sep/2020:00:00:00 +0900],/process.php?user=admin';--,200
29.51.139.65,[27/Apr/2020:00:00:00 +0000],"/view.php?id=2 UNION SELECT 1,2,3--",404
126.61.242.12,[26/Feb/2019:00:00:00 +0000],/login.php?id=1' or '1'='1,404
254.129.8.41,[09/Mar/2019:00:00:00 +0700],/search.php?q=example' AND 1=1--,404
131.237.136.207,[13/Jan/2020:00:00:00 +0200],"/view.php?id=2 UNION SELECT 1,2,3--",200
52.75.203.89,[13/Dec/2020:00:00:00 +0700],"/view.php?id=2 UNION SELECT 1,2,3--",200
247.254.188.144,[25/Nov/2020:00:00:00 +0000],/products.php?id=5; DROP TABLE users--,200
6.232.90.87,[04/Sep/2020:00:00:00 +0500],/login.php?id=1' or '1'='1,200
138.230.153.14,[09/May/2020:00:00:00 +0900],/process.php?user=admin';--,404
37.248.205.165,[13/May/2020:00:00:00 +0500],/products.php?id=5; DROP TABLE users--,404
31.161.172.228,[01/Oct/2019:00:00:00 +0900],"/view.php?id=2 UNION SELECT 1,2,3--",404
204.214.31.71,[18/Apr/2020:00:00:00 +0000],/products.php?id=5; DROP TABLE users--,302
149.130.213.8,[24/May/2019:00:00:00 +0000],/products.php?id=5; DROP TABLE users--,200
150.65.141.243,[01/Jun/2020:00:00:00 +0600],/search.php?q=example' AND 1=1--,404
100.74.177.93,[02/Nov/2020:00:00:00 +0100],/products.php?id=5; DROP TABLE users--,302
108.51.146.174,[26/Aug/2020:00:00:00 +0400],/search.php?q=example' AND 1=1--,302
22.1.84.1,[22/Jan/2020:00:00:00 +0500],/search.php?q=example' AND 1=1--,404
207.170.109.119,[08/Dec/2020:00:00:00 +0600],/process.php?user=admin';--,404
123.54.48.13,[01/Nov/2020:00:00:00 +0200],/process.php?user=admin';--,200
61.79.55.115,[11/Apr/2019:00:00:00 +0100],/process.php?user=admin';--,302
71.244.85.10,[20/Feb/2019:00:00:00 +0600],/login.php?id=1' or '1'='1,404
208.14.136.126,[27/Feb/2020:00:00:00 +0100],/search.php?q=example' AND 1=1--,200
67.49.27.113,[25/Aug/2019:00:00:00 +0600],/search.php?q=example' AND 1=1--,302
183.79.173.169,[23/Jun/2020:00:00:00 +0500],/process.php?user=admin';--,302
37.211.189.86,[27/Aug/2019:00:00:00 +0600],/login.php?id=1' or '1'='1,200
227.231.17.32,[22/Jun/2020:00:00:00 +0200],/process.php?user=admin';--,200
152.85.209.205,[22/Aug/2020:00:00:00 +0900],/login.php?id=1' or '1'='1,200
252.91.114.21,[28/Sep/2019:00:00:00 +0200],/products.php?id=5; DROP TABLE users--,404
180.162.202.20,[20/Oct/2019:00:00:00 +0600],/process.php?user=admin';--,404
187.90.166.11,[16/Oct/2020:00:00:00 +0300],/login.php?id=1' or '1'='1,302
101.18.37.200,[06/Mar/2020:00:00:00 +0600],"/view.php?id=2 UNION SELECT 1,2,3--",200
214.241.194.71,[03/Oct/2020:00:00:00 +0700],/products.php?id=5; DROP TABLE users--,200
49.153.207.99,[21/Oct/2020:00:00:00 +0500],/login.php?id=1' or '1'='1,200
10.51.29.109,[16/May/2020:00:00:00 +0700],/process.php?user=admin';--,404
254.59.220.192,[27/Mar/2020:00:00:00 +0800],"/view.php?id=2 UNION SELECT 1,2,3--",302
102.180.79.61,[27/Dec/2019:00:00:00 +0300],/products.php?id=5; DROP TABLE users--,200
140.200.213.127,[16/Nov/2019:00:00:00 +0100],"/view.php?id=2 UNION SELECT 1,2,3--",302
5.33.51.126,[28/Feb/2019:00:00:00 +0200],/products.php?id=5; DROP TABLE users--,404
244.245.76.226,[30/Oct/2020:00:00:00 +0000],/process.php?user=admin';--,302
223.230.103.54,[19/Feb/2020:00:00:00 +0400],/login.php?id=1' or '1'='1,302
71.19.10.108,[04/Jun/2020:00:00:00 +0700],"/view.php?id=2 UNION SELECT 1,2,3--",302
182.124.74.236,[26/Feb/2020:00:00:00 +0900],"/view.php?id=2 UNION SELECT 1,2,3--",302
147.107.188.63,[07/Aug/2019:00:00:00 +0600],/products.php?id=5; DROP TABLE users--,404
125.40.39.106,[08/Jul/2019:00:00:00 +0100],/products.php?id=5; DROP TABLE users--,302
111.58.65.230,[27/Jan/2019:00:00:00 +0000],"/view.php?id=2 UNION SELECT 1,2,3--",200
15.245.148.95,[23/Nov/2019:00:00:00 +0000],/search.php?q=example' AND 1=1--,404
37.14.11.59,[17/Mar/2019:00:00:00 +0200],/search.php?q=example' AND 1=1--,404
6.109.179.122,[05/Aug/2019:00:00:00 +0100],/process.php?user=admin';--,404
106.206.93.179,[29/Jan/2019:00:00:00 +0500],/products.php?id=5; DROP TABLE users--,200
116.192.91.225,[29/May/2019:00:00:00 +0300],/products.php?id=5; DROP TABLE users--,404
35.89.165.58,[09/Jan/2019:00:00:00 +0700],/login.php?id=1' or '1'='1,200
69.27.200.66,[13/Sep/2019:00:00:00 +0600],/search.php?q=example' AND 1=1--,404
93.75.50.82,[12/Jul/2020:00:00:00 +0400],/products.php?id=5; DROP TABLE users--,302
69.129.167.111,[14/Dec/2019:00:00:00 +0700],/login.php?id=1' or '1'='1,200
83.24.54.138,[04/Aug/2020:00:00:00 +0600],/process.php?user=admin';--,200
7.87.229.48,[25/Dec/2019:00:00:00 +0300],/products.php?id=5; DROP TABLE users--,404
227.118.33.23,[07/Mar/2020:00:00:00 +0500],/process.php?user=admin';--,302
116.202.93.15,[08/Nov/2020:00:00:00 +0300],/process.php?user=admin';--,200
85.73.64.45,[23/Mar/2019:00:00:00 +0100],/process.php?user=admin';--,200
113.190.109.120,[26/Feb/2019:00:00:00 +0100],"/view.php?id=2 UNION SELECT 1,2,3--",404
20.28.147.194,[16/Nov/2019:00:00:00 +0800],"/view.php?id=2 UNION SELECT 1,2,3--",302
228.61.77.130,[06/Jul/2019:00:00:00 +0200],/search.php?q=example' AND 1=1--,200
145.74.198.236,[04/Feb/2020:00:00:00 +0500],"/view.php?id=2 UNION SELECT 1,2,3--",200
232.185.82.31,[21/Apr/2019:00:00:00 +0800],/process.php?user=admin';--,302
174.89.11.180,[14/May/2019:00:00:00 +0500],/login.php?id=1' or '1'='1,404
136.247.136.10,[20/Oct/2019:00:00:00 +0200],/process.php?user=admin';--,302
138.65.222.63,[06/Jun/2019:00:00:00 +0900],/products.php?id=5; DROP TABLE users--,302
102.19.24.134,[11/Apr/2019:00:00:00 +0600],/login.php?id=1' or '1'='1,200
154.107.128.73,[28/Nov/2019:00:00:00 +0800],/process.php?user=admin';--,404
189.231.172.45,[20/Sep/2020:00:00:00 +0600],/search.php?q=example' AND 1=1--,404
211.48.209.77,[06/Dec/2020:00:00:00 +0300],/login.php?id=1' or '1'='1,302
100.54.100.224,[14/Jun/2019:00:00:00 +0100],/search.php?q=example' AND 1=1--,200
103.32.247.222,[03/Nov/2020:00:00:00 +0100],/process.php?user=admin';--,404
128.162.136.151,[03/Aug/2019:00:00:00 +0500],/process.php?user=admin';--,200
177.135.238.201,[26/Sep/2019:00:00:00 +0000],/process.php?user=admin';--,200
137.127.75.105,[27/Sep/2020:00:00:00 +0300],/process.php?user=admin';--,200
60.66.199.84,[24/Jun/2019:00:00:00 +0300],"/view.php?id=2 UNION SELECT 1,2,3--",200
163.100.27.200,[13/May/2020:00:00:00 +0500],/process.php?user=admin';--,404
165.172.162.54,[18/Mar/2020:00:00:00 +0400],"/view.php?id=2 UNION SELECT 1,2,3--",302
255.73.145.111,[27/Mar/2019:00:00:00 +0100],"/view.php?id=2 UNION SELECT 1,2,3--",404
47.11.149.38,[22/Sep/2019:00:00:00 +0500],"/view.php?id=2 UNION SELECT 1,2,3--",302
137.113.184.232,[04/May/2020:00:00:00 +0500],/products.php?id=5; DROP TABLE users--,200
24.45.37.158,[22/Nov/2019:00:00:00 +0600],/products.php?id=5; DROP TABLE users--,200
167.239.39.245,[05/Jan/2020:00:00:00 +0000],/search.php?q=example' AND 1=1--,302
36.42.23.5,[11/Apr/2020:00:00:00 +0600],/products.php?id=5; DROP TABLE users--,200
244.249.137.106,[05/Nov/2020:00:00:00 +0100],/search.php?q=example' AND 1=1--,200
150.188.120.240,[05/Nov/2019:00:00:00 +0800],/products.php?id=5; DROP TABLE users--,302
193.87.199.84,[29/Sep/2019:00:00:00 +0300],/search.php?q=example' AND 1=1--,302
72.10.80.158,[06/Mar/2019:00:00:00 +0500],"/view.php?id=2 UNION SELECT 1,2,3--",200
193.90.30.198,[08/Oct/2020:00:00:00 +0500],/process.php?user=admin';--,200
8.254.188.219,[28/Dec/2019:00:00:00 +0800],/process.php?user=admin';--,200
66.51.37.41,[26/Dec/2019:00:00:00 +0500],/login.php?id=1' or '1'='1,302
230.154.239.147,[30/May/2019:00:00:00 +0200],/products.php?id=5; DROP TABLE users--,404
186.182.173.199,[25/May/2019:00:00:00 +0400],/search.php?q=example' AND 1=1--,404
250.44.146.94,[13/Apr/2020:00:00:00 +0800],/search.php?q=example' AND 1=1--,404
150.51.87.233,[26/Jun/2019:00:00:00 +0600],/products.php?id=5; DROP TABLE users--,200
191.185.60.75,[12/Jan/2019:00:00:00 +0100],"/view.php?id=2 UNION SELECT 1,2,3--",200
90.119.48.112,[12/Jul/2020:00:00:00 +0400],/products.php?id=5; DROP TABLE users--,404
173.143.99.117,[05/Nov/2019:00:00:00 +0100],/login.php?id=1' or '1'='1,404
34.127.68.193,[13/Oct/2020:00:00:00 +0000],/products.php?id=5; DROP TABLE users--,200
77.241.131.164,[20/Dec/2019:00:00:00 +0500],/login.php?id=1' or '1'='1,302
12.87.130.192,[26/Apr/2020:00:00:00 +0700],/process.php?user=admin';--,404
152.219.123.99,[04/Dec/2019:00:00:00 +0500],/search.php?q=example' AND 1=1--,302
204.142.93.83,[21/Apr/2019:00:00:00 +0100],/search.php?q=example' AND 1=1--,302
145.254.37.7,[23/Jan/2019:00:00:00 +0000],/login.php?id=1' or '1'='1,302
230.25.41.74,[20/Apr/2019:00:00:00 +0600],/search.php?q=example' AND 1=1--,200
139.199.12.155,[20/Nov/2019:00:00:00 +0500],/products.php?id=5; DROP TABLE users--,200
149.6.171.176,[09/Apr/2020:00:00:00 +0300],/products.php?id=5; DROP TABLE users--,302
179.94.35.11,[08/Sep/2020:00:00:00 +0400],/search.php?q=example' AND 1=1--,302
148.19.188.203,[30/Dec/2020:00:00:00 +0600],/login.php?id=1' or '1'='1,200
23.100.52.222,[01/Mar/2019:00:00:00 +0000],"/view.php?id=2 UNION SELECT 1,2,3--",302
20.188.183.61,[09/Dec/2020:00:00:00 +0200],"/view.php?id=2 UNION SELECT 1,2,3--",404
220.163.148.182,[28/May/2019:00:00:00 +0000],/login.php?id=1' or '1'='1,302
115.130.182.106,[21/Oct/2019:00:00:00 +0600],/search.php?q=example' AND 1=1--,404
66.198.24.176,[25/Sep/2019:00:00:00 +0800],"/view.php?id=2 UNION SELECT 1,2,3--",302
